Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,year,Month,Weekday,Month_name,Spending Tier,Age Group
281,5/23/2023,CUST281,Female,29,Beauty,4,500,2000,2023,5,Tuesday,May,4,26 to 35
282,8/25/2023,CUST282,Female,64,Electronics,4,50,200,2023,8,Friday,August,3,51+
283,5/8/2023,CUST283,Female,18,Electronics,1,500,500,2023,5,Monday,May,3,18 to 25
284,2/8/2023,CUST284,Male,43,Clothing,4,50,200,2023,2,Wednesday,February,3,36 to 50
285,8/15/2023,CUST285,Female,31,Electronics,1,25,25,2023,8,Tuesday,August,1,26 to 35
286,10/9/2023,CUST286,Male,55,Electronics,2,25,50,2023,10,Monday,October,1,51+
287,2/20/2023,CUST287,Male,54,Clothing,4,25,100,2023,2,Monday,February,2,51+
288,1/26/2023,CUST288,Male,28,Clothing,4,30,120,2023,1,Thursday,January,2,26 to 35
289,11/30/2023,CUST289,Male,53,Electronics,2,30,60,2023,11,Thursday,November,1,51+
290,10/4/2023,CUST290,Female,30,Beauty,2,300,600,2023,10,Wednesday,October,3,26 to 35
291,1/8/2023,CUST291,Male,60,Clothing,2,300,600,2023,1,Sunday,January,3,51+
292,2/17/2023,CUST292,Male,20,Beauty,4,300,1200,2023,2,Friday,February,4,18 to 25
293,5/2/2023,CUST293,Male,50,Electronics,3,30,90,2023,5,Tuesday,May,2,36 to 50
294,3/27/2023,CUST294,Female,23,Clothing,3,30,90,2023,3,Monday,March,2,18 to 25
295,7/28/2023,CUST295,Female,27,Beauty,3,300,900,2023,7,Friday,July,3,26 to 35
296,9/6/2023,CUST296,Female,22,Clothing,4,300,1200,2023,9,Wednesday,September,4,18 to 25
297,9/4/2023,CUST297,Female,40,Electronics,2,500,1000,2023,9,Monday,September,4,36 to 50
298,4/20/2023,CUST298,Male,27,Beauty,4,300,1200,2023,4,Thursday,April,4,26 to 35
299,7/25/2023,CUST299,Male,61,Electronics,2,500,1000,2023,7,Tuesday,July,4,51+
300,1/31/2023,CUST300,Female,19,Electronics,4,50,200,2023,1,Tuesday,January,3,18 to 25
301,3/26/2023,CUST301,Male,30,Clothing,4,30,120,2023,3,Sunday,March,2,26 to 35
302,7/14/2023,CUST302,Male,57,Beauty,2,300,600,2023,7,Friday,July,3,51+
303,1/2/2023,CUST303,Male,19,Electronics,3,30,90,2023,1,Monday,January,2,18 to 25
304,7/19/2023,CUST304,Female,37,Electronics,2,30,60,2023,7,Wednesday,July,1,36 to 50
305,5/16/2023,CUST305,Female,18,Beauty,1,30,30,2023,5,Tuesday,May,1,18 to 25
306,8/21/2023,CUST306,Male,54,Electronics,1,50,50,2023,8,Monday,August,1,51+
307,5/27/2023,CUST307,Female,26,Electronics,2,25,50,2023,5,Saturday,May,1,26 to 35
308,8/5/2023,CUST308,Female,34,Beauty,4,300,1200,2023,8,Saturday,August,4,26 to 35
309,12/23/2023,CUST309,Female,26,Beauty,1,25,25,2023,12,Saturday,December,1,26 to 35
310,10/12/2023,CUST310,Female,28,Beauty,1,25,25,2023,10,Thursday,October,1,26 to 35
311,12/5/2023,CUST311,Female,32,Beauty,4,25,100,2023,12,Tuesday,December,2,26 to 35
312,9/7/2023,CUST312,Male,41,Clothing,4,30,120,2023,9,Thursday,September,2,36 to 50
313,3/21/2023,CUST313,Female,55,Beauty,3,500,1500,2023,3,Tuesday,March,4,51+
314,4/8/2023,CUST314,Male,52,Clothing,4,30,120,2023,4,Saturday,April,2,51+
315,6/1/2023,CUST315,Male,47,Clothing,2,30,60,2023,6,Thursday,June,1,36 to 50
316,4/22/2023,CUST316,Female,48,Clothing,2,25,50,2023,4,Saturday,April,1,36 to 50
317,1/30/2023,CUST317,Male,22,Electronics,3,30,90,2023,1,Monday,January,2,18 to 25
318,10/24/2023,CUST318,Male,61,Clothing,1,25,25,2023,10,Tuesday,October,1,51+
319,10/5/2023,CUST319,Male,31,Clothing,1,500,500,2023,10,Thursday,October,3,26 to 35
320,2/1/2023,CUST320,Female,28,Electronics,4,300,1200,2023,2,Wednesday,February,4,26 to 35
321,6/10/2023,CUST321,Female,26,Electronics,2,25,50,2023,6,Saturday,June,1,26 to 35
322,1/30/2023,CUST322,Male,51,Electronics,1,500,500,2023,1,Monday,January,3,51+
323,1/26/2023,CUST323,Female,29,Beauty,3,300,900,2023,1,Thursday,January,3,26 to 35
324,10/27/2023,CUST324,Female,52,Electronics,3,50,150,2023,10,Friday,October,3,51+
325,9/2/2023,CUST325,Female,52,Electronics,2,25,50,2023,9,Saturday,September,1,51+
326,9/15/2023,CUST326,Female,18,Clothing,3,25,75,2023,9,Friday,September,2,18 to 25
327,9/29/2023,CUST327,Male,57,Electronics,3,50,150,2023,9,Friday,September,3,51+
328,3/22/2023,CUST328,Male,39,Beauty,2,50,100,2023,3,Wednesday,March,2,36 to 50
329,1/30/2023,CUST329,Female,46,Electronics,4,25,100,2023,1,Monday,January,2,36 to 50
330,9/18/2023,CUST330,Female,25,Beauty,4,50,200,2023,9,Monday,September,3,18 to 25
331,2/11/2023,CUST331,Male,28,Electronics,3,30,90,2023,2,Saturday,February,2,26 to 35
332,4/6/2023,CUST332,Male,58,Electronics,4,300,1200,2023,4,Thursday,April,4,51+
333,2/5/2023,CUST333,Female,54,Electronics,4,300,1200,2023,2,Sunday,February,4,51+
334,11/1/2023,CUST334,Male,31,Electronics,3,300,900,2023,11,Wednesday,November,3,26 to 35
335,2/4/2023,CUST335,Female,47,Beauty,4,30,120,2023,2,Saturday,February,2,36 to 50
336,12/12/2023,CUST336,Female,52,Beauty,3,50,150,2023,12,Tuesday,December,3,51+
337,5/1/2023,CUST337,Male,38,Clothing,1,500,500,2023,5,Monday,May,3,36 to 50
338,7/26/2023,CUST338,Male,54,Beauty,2,50,100,2023,7,Wednesday,July,2,51+
339,3/3/2023,CUST339,Female,22,Electronics,2,25,50,2023,3,Friday,March,1,18 to 25
340,10/19/2023,CUST340,Female,36,Clothing,4,300,1200,2023,10,Thursday,October,4,36 to 50
341,5/7/2023,CUST341,Male,31,Clothing,4,50,200,2023,5,Sunday,May,3,26 to 35
342,10/24/2023,CUST342,Female,43,Clothing,4,500,2000,2023,10,Tuesday,October,4,36 to 50
343,11/1/2023,CUST343,Male,21,Electronics,2,25,50,2023,11,Wednesday,November,1,18 to 25
344,1/21/2023,CUST344,Female,42,Beauty,1,30,30,2023,1,Saturday,January,1,36 to 50
345,11/14/2023,CUST345,Male,62,Electronics,1,30,30,2023,11,Tuesday,November,1,51+
346,2/11/2023,CUST346,Male,59,Clothing,2,500,1000,2023,2,Saturday,February,4,51+
347,8/3/2023,CUST347,Male,42,Electronics,1,25,25,2023,8,Thursday,August,1,36 to 50
348,12/3/2023,CUST348,Female,35,Electronics,2,300,600,2023,12,Sunday,December,3,26 to 35
349,10/26/2023,CUST349,Female,57,Beauty,1,50,50,2023,10,Thursday,October,1,51+
350,10/17/2023,CUST350,Male,25,Beauty,3,25,75,2023,10,Tuesday,October,2,18 to 25
351,9/25/2023,CUST351,Female,56,Clothing,3,30,90,2023,9,Monday,September,2,51+
352,6/11/2023,CUST352,Male,57,Electronics,2,500,1000,2023,6,Sunday,June,4,51+
353,5/14/2023,CUST353,Male,31,Electronics,1,500,500,2023,5,Sunday,May,3,26 to 35
354,4/15/2023,CUST354,Female,49,Beauty,4,50,200,2023,4,Saturday,April,3,36 to 50
355,12/9/2023,CUST355,Female,55,Electronics,1,500,500,2023,12,Saturday,December,3,51+
356,6/10/2023,CUST356,Male,50,Electronics,3,500,1500,2023,6,Saturday,June,4,36 to 50
357,5/3/2023,CUST357,Female,40,Electronics,3,25,75,2023,5,Wednesday,May,2,36 to 50
358,5/16/2023,CUST358,Female,32,Beauty,1,300,300,2023,5,Tuesday,May,3,26 to 35
359,7/22/2023,CUST359,Male,50,Clothing,1,50,50,2023,7,Saturday,July,1,36 to 50
360,3/9/2023,CUST360,Male,42,Clothing,4,25,100,2023,3,Thursday,March,2,36 to 50
361,12/10/2023,CUST361,Female,34,Electronics,4,300,1200,2023,12,Sunday,December,4,26 to 35
362,11/27/2023,CUST362,Male,50,Clothing,1,25,25,2023,11,Monday,November,1,36 to 50
363,6/3/2023,CUST363,Male,64,Beauty,1,25,25,2023,6,Saturday,June,1,51+
364,8/23/2023,CUST364,Female,19,Beauty,1,500,500,2023,8,Wednesday,August,3,18 to 25
365,6/11/2023,CUST365,Male,31,Clothing,1,300,300,2023,6,Sunday,June,3,26 to 35
366,2/7/2023,CUST366,Male,57,Clothing,2,50,100,2023,2,Tuesday,February,2,51+
367,1/5/2023,CUST367,Female,57,Electronics,1,50,50,2023,1,Thursday,January,1,51+
368,8/23/2023,CUST368,Female,56,Clothing,4,300,1200,2023,8,Wednesday,August,4,51+
369,11/15/2023,CUST369,Male,23,Electronics,3,500,1500,2023,11,Wednesday,November,4,18 to 25
370,10/16/2023,CUST370,Male,23,Electronics,2,30,60,2023,10,Monday,October,1,18 to 25
371,2/21/2023,CUST371,Female,20,Beauty,1,25,25,2023,2,Tuesday,February,1,18 to 25
372,2/7/2023,CUST372,Female,24,Beauty,3,500,1500,2023,2,Tuesday,February,4,18 to 25
373,10/3/2023,CUST373,Female,25,Beauty,2,300,600,2023,10,Tuesday,October,3,18 to 25
374,4/20/2023,CUST374,Female,59,Beauty,3,25,75,2023,4,Thursday,April,2,51+
375,9/17/2023,CUST375,Male,32,Clothing,1,50,50,2023,9,Sunday,September,1,26 to 35
376,5/16/2023,CUST376,Female,64,Beauty,1,30,30,2023,5,Tuesday,May,1,51+
377,3/9/2023,CUST377,Female,46,Clothing,4,50,200,2023,3,Thursday,March,3,36 to 50
378,6/28/2023,CUST378,Male,50,Beauty,1,300,300,2023,6,Wednesday,June,3,36 to 50
379,2/5/2023,CUST379,Female,47,Clothing,1,25,25,2023,2,Sunday,February,1,36 to 50
380,5/6/2023,CUST380,Male,56,Electronics,2,300,600,2023,5,Saturday,May,3,51+
381,7/9/2023,CUST381,Female,44,Clothing,4,25,100,2023,7,Sunday,July,2,36 to 50
382,5/26/2023,CUST382,Female,53,Clothing,2,500,1000,2023,5,Friday,May,4,51+
383,3/22/2023,CUST383,Female,46,Beauty,3,30,90,2023,3,Wednesday,March,2,36 to 50
384,8/13/2023,CUST384,Male,55,Clothing,1,500,500,2023,8,Sunday,August,3,51+
385,10/6/2023,CUST385,Male,50,Electronics,3,500,1500,2023,10,Friday,October,4,36 to 50
386,12/27/2023,CUST386,Female,54,Electronics,2,300,600,2023,12,Wednesday,December,3,51+
387,6/4/2023,CUST387,Male,44,Beauty,1,30,30,2023,6,Sunday,June,1,36 to 50
388,11/10/2023,CUST388,Male,50,Electronics,1,25,25,2023,11,Friday,November,1,36 to 50
389,12/1/2023,CUST389,Male,21,Clothing,2,25,50,2023,12,Friday,December,1,18 to 25
390,9/28/2023,CUST390,Male,39,Electronics,2,50,100,2023,9,Thursday,September,2,36 to 50
391,1/5/2023,CUST391,Male,19,Beauty,2,25,50,2023,1,Thursday,January,1,18 to 25
392,12/8/2023,CUST392,Male,27,Clothing,2,300,600,2023,12,Friday,December,3,26 to 35
393,10/11/2023,CUST393,Female,22,Beauty,2,500,1000,2023,10,Wednesday,October,4,18 to 25
394,6/3/2023,CUST394,Female,27,Clothing,1,500,500,2023,6,Saturday,June,3,26 to 35
395,12/6/2023,CUST395,Male,50,Electronics,2,500,1000,2023,12,Wednesday,December,4,36 to 50
396,2/23/2023,CUST396,Female,55,Beauty,1,30,30,2023,2,Thursday,February,1,51+
397,3/10/2023,CUST397,Female,30,Beauty,1,25,25,2023,3,Friday,March,1,26 to 35
398,5/16/2023,CUST398,Female,48,Clothing,2,300,600,2023,5,Tuesday,May,3,36 to 50
399,3/1/2023,CUST399,Female,64,Beauty,2,30,60,2023,3,Wednesday,March,1,51+
400,2/24/2023,CUST400,Male,53,Clothing,4,50,200,2023,2,Friday,February,3,51+
401,10/11/2023,CUST401,Female,62,Clothing,1,300,300,2023,10,Wednesday,October,3,51+
402,3/21/2023,CUST402,Female,41,Clothing,2,300,600,2023,3,Tuesday,March,3,36 to 50
403,5/20/2023,CUST403,Male,32,Clothing,2,300,600,2023,5,Saturday,May,3,26 to 35
404,5/25/2023,CUST404,Male,46,Electronics,2,500,1000,2023,5,Thursday,May,4,36 to 50
405,11/6/2023,CUST405,Female,25,Clothing,4,300,1200,2023,11,Monday,November,4,18 to 25
406,4/18/2023,CUST406,Female,22,Beauty,4,25,100,2023,4,Tuesday,April,2,18 to 25
407,6/25/2023,CUST407,Female,46,Electronics,3,300,900,2023,6,Sunday,June,3,36 to 50
408,4/15/2023,CUST408,Female,64,Beauty,1,500,500,2023,4,Saturday,April,3,51+
409,12/18/2023,CUST409,Female,21,Electronics,3,300,900,2023,12,Monday,December,3,18 to 25
410,11/21/2023,CUST410,Female,29,Clothing,2,50,100,2023,11,Tuesday,November,2,26 to 35
411,5/16/2023,CUST411,Male,62,Electronics,4,50,200,2023,5,Tuesday,May,3,51+
412,9/16/2023,CUST412,Female,19,Electronics,4,500,2000,2023,9,Saturday,September,4,18 to 25
413,9/8/2023,CUST413,Female,44,Beauty,3,25,75,2023,9,Friday,September,2,36 to 50
414,5/9/2023,CUST414,Male,48,Beauty,4,25,100,2023,5,Tuesday,May,2,36 to 50
415,1/27/2023,CUST415,Male,53,Clothing,2,30,60,2023,1,Friday,January,1,51+
416,2/17/2023,CUST416,Male,53,Electronics,4,500,2000,2023,2,Friday,February,4,51+
417,11/21/2023,CUST417,Male,43,Electronics,3,300,900,2023,11,Tuesday,November,3,36 to 50
418,8/5/2023,CUST418,Female,60,Electronics,2,500,1000,2023,8,Saturday,August,4,51+
419,5/22/2023,CUST419,Female,44,Clothing,3,30,90,2023,5,Monday,May,2,36 to 50
420,1/23/2023,CUST420,Female,22,Clothing,4,500,2000,2023,1,Monday,January,4,18 to 25
421,1/2/2023,CUST421,Female,37,Clothing,3,500,1500,2023,1,Monday,January,4,36 to 50
422,6/20/2023,CUST422,Female,28,Clothing,3,30,90,2023,6,Tuesday,June,2,26 to 35
423,3/8/2023,CUST423,Female,27,Clothing,1,25,25,2023,3,Wednesday,March,1,26 to 35
424,11/23/2023,CUST424,Male,57,Beauty,4,300,1200,2023,11,Thursday,November,4,51+
425,5/15/2023,CUST425,Female,55,Electronics,4,30,120,2023,5,Monday,May,2,51+
426,3/24/2023,CUST426,Male,23,Electronics,3,50,150,2023,3,Friday,March,3,18 to 25
427,8/15/2023,CUST427,Male,25,Electronics,1,25,25,2023,8,Tuesday,August,1,18 to 25
428,10/10/2023,CUST428,Female,40,Electronics,4,50,200,2023,10,Tuesday,October,3,36 to 50
429,12/28/2023,CUST429,Male,64,Electronics,2,25,50,2023,12,Thursday,December,1,51+
430,8/7/2023,CUST430,Female,43,Electronics,3,300,900,2023,8,Monday,August,3,36 to 50
431,10/15/2023,CUST431,Male,63,Electronics,4,300,1200,2023,10,Sunday,October,4,51+
432,1/5/2023,CUST432,Female,60,Electronics,2,500,1000,2023,1,Thursday,January,4,51+
433,2/27/2023,CUST433,Male,29,Beauty,4,50,200,2023,2,Monday,February,3,26 to 35
434,2/8/2023,CUST434,Female,43,Electronics,2,25,50,2023,2,Wednesday,February,1,36 to 50
435,12/20/2023,CUST435,Female,30,Beauty,3,300,900,2023,12,Wednesday,December,3,26 to 35
436,3/18/2023,CUST436,Female,57,Clothing,4,30,120,2023,3,Saturday,March,2,51+
437,10/7/2023,CUST437,Female,35,Electronics,4,300,1200,2023,10,Saturday,October,4,26 to 35
438,1/19/2023,CUST438,Female,42,Clothing,1,30,30,2023,1,Thursday,January,1,36 to 50
439,7/9/2023,CUST439,Male,50,Clothing,3,25,75,2023,7,Sunday,July,2,36 to 50
440,10/26/2023,CUST440,Male,64,Clothing,2,300,600,2023,10,Thursday,October,3,51+
441,10/10/2023,CUST441,Male,57,Beauty,4,300,1200,2023,10,Tuesday,October,4,51+
442,3/17/2023,CUST442,Female,60,Clothing,4,25,100,2023,3,Friday,March,2,51+
443,8/9/2023,CUST443,Male,29,Clothing,2,300,600,2023,8,Wednesday,August,3,26 to 35
444,3/7/2023,CUST444,Female,61,Clothing,3,30,90,2023,3,Tuesday,March,2,51+
445,1/22/2023,CUST445,Female,53,Electronics,1,300,300,2023,1,Sunday,January,3,51+
446,6/7/2023,CUST446,Male,21,Electronics,1,50,50,2023,6,Wednesday,June,1,18 to 25
447,7/6/2023,CUST447,Male,22,Beauty,4,500,2000,2023,7,Thursday,July,4,18 to 25
448,1/21/2023,CUST448,Female,54,Beauty,2,30,60,2023,1,Saturday,January,1,51+
449,7/3/2023,CUST449,Male,25,Electronics,4,50,200,2023,7,Monday,July,3,18 to 25
450,4/18/2023,CUST450,Female,59,Beauty,2,25,50,2023,4,Tuesday,April,1,51+
451,12/16/2023,CUST451,Female,45,Electronics,1,30,30,2023,12,Saturday,December,1,36 to 50
452,5/8/2023,CUST452,Female,48,Clothing,3,500,1500,2023,5,Monday,May,4,36 to 50
453,12/8/2023,CUST453,Female,26,Clothing,2,500,1000,2023,12,Friday,December,4,26 to 35
454,2/22/2023,CUST454,Female,46,Beauty,1,25,25,2023,2,Wednesday,February,1,36 to 50
455,7/1/2023,CUST455,Male,31,Electronics,4,25,100,2023,7,Saturday,July,2,26 to 35
456,10/14/2023,CUST456,Male,57,Electronics,2,30,60,2023,10,Saturday,October,1,51+
457,7/28/2023,CUST457,Female,58,Beauty,3,300,900,2023,7,Friday,July,3,51+
458,11/14/2023,CUST458,Female,39,Electronics,4,25,100,2023,11,Tuesday,November,2,36 to 50
459,3/21/2023,CUST459,Male,28,Clothing,4,300,1200,2023,3,Tuesday,March,4,26 to 35
460,5/2/2023,CUST460,Male,40,Beauty,1,50,50,2023,5,Tuesday,May,1,36 to 50
461,3/25/2023,CUST461,Female,18,Beauty,2,500,1000,2023,3,Saturday,March,4,18 to 25
462,4/1/2023,CUST462,Male,63,Electronics,4,300,1200,2023,4,Saturday,April,4,51+
463,7/31/2023,CUST463,Female,54,Beauty,3,500,1500,2023,7,Monday,July,4,51+
464,1/13/2023,CUST464,Male,38,Electronics,2,300,600,2023,1,Friday,January,3,36 to 50
465,4/2/2023,CUST465,Female,43,Electronics,3,50,150,2023,4,Sunday,April,3,36 to 50
466,6/20/2023,CUST466,Male,63,Electronics,4,25,100,2023,6,Tuesday,June,2,51+
467,7/30/2023,CUST467,Female,53,Electronics,3,50,150,2023,7,Sunday,July,3,51+
468,12/9/2023,CUST468,Male,40,Electronics,1,25,25,2023,12,Saturday,December,1,36 to 50
469,5/8/2023,CUST469,Male,18,Beauty,3,25,75,2023,5,Monday,May,2,18 to 25
470,5/17/2023,CUST470,Female,57,Clothing,2,500,1000,2023,5,Wednesday,May,4,51+
471,3/23/2023,CUST471,Male,32,Clothing,3,50,150,2023,3,Thursday,March,3,26 to 35
472,12/26/2023,CUST472,Female,38,Beauty,3,300,900,2023,12,Tuesday,December,3,36 to 50
473,2/25/2023,CUST473,Male,64,Beauty,1,50,50,2023,2,Saturday,February,1,51+
474,7/15/2023,CUST474,Female,26,Clothing,3,500,1500,2023,7,Saturday,July,4,26 to 35
475,1/20/2023,CUST475,Male,26,Clothing,3,25,75,2023,1,Friday,January,2,26 to 35
476,8/29/2023,CUST476,Female,27,Clothing,4,500,2000,2023,8,Tuesday,August,4,26 to 35
477,4/24/2023,CUST477,Male,43,Clothing,4,30,120,2023,4,Monday,April,2,36 to 50
478,4/13/2023,CUST478,Female,58,Clothing,2,30,60,2023,4,Thursday,April,1,51+
479,8/24/2023,CUST479,Male,52,Electronics,4,300,1200,2023,8,Thursday,August,4,51+
480,6/29/2023,CUST480,Female,42,Beauty,4,500,2000,2023,6,Thursday,June,4,36 to 50
481,6/6/2023,CUST481,Female,43,Electronics,4,300,1200,2023,6,Tuesday,June,4,36 to 50
482,4/27/2023,CUST482,Female,28,Clothing,4,300,1200,2023,4,Thursday,April,4,26 to 35
483,4/25/2023,CUST483,Male,55,Clothing,1,30,30,2023,4,Tuesday,April,1,51+
484,1/13/2023,CUST484,Female,19,Clothing,4,300,1200,2023,1,Friday,January,4,18 to 25
485,12/4/2023,CUST485,Male,24,Electronics,1,30,30,2023,12,Monday,December,1,18 to 25
486,4/9/2023,CUST486,Female,35,Electronics,1,25,25,2023,4,Sunday,April,1,26 to 35
487,7/24/2023,CUST487,Male,44,Clothing,4,500,2000,2023,7,Monday,July,4,36 to 50
488,6/18/2023,CUST488,Female,51,Electronics,3,300,900,2023,6,Sunday,June,3,51+
489,5/23/2023,CUST489,Male,44,Electronics,1,30,30,2023,5,Tuesday,May,1,36 to 50
490,2/5/2023,CUST490,Male,34,Clothing,3,50,150,2023,2,Sunday,February,3,26 to 35
491,5/23/2023,CUST491,Female,60,Electronics,3,300,900,2023,5,Tuesday,May,3,51+
492,6/29/2023,CUST492,Male,61,Beauty,4,25,100,2023,6,Thursday,June,2,51+
493,11/25/2023,CUST493,Male,41,Beauty,2,25,50,2023,11,Saturday,November,1,36 to 50
494,9/18/2023,CUST494,Female,42,Beauty,4,50,200,2023,9,Monday,September,3,36 to 50
495,7/24/2023,CUST495,Male,24,Beauty,2,30,60,2023,7,Monday,July,1,18 to 25
496,12/14/2023,CUST496,Male,23,Clothing,2,300,600,2023,12,Thursday,December,3,18 to 25
497,10/2/2023,CUST497,Male,41,Clothing,4,30,120,2023,10,Monday,October,2,36 to 50
498,6/19/2023,CUST498,Female,50,Clothing,4,25,100,2023,6,Monday,June,2,36 to 50
499,1/15/2023,CUST499,Male,46,Beauty,2,30,60,2023,1,Sunday,January,1,36 to 50
500,3/1/2023,CUST500,Female,60,Beauty,4,25,100,2023,3,Wednesday,March,2,51+
501,5/14/2023,CUST501,Male,39,Electronics,2,30,60,2023,5,Sunday,May,1,36 to 50
502,4/2/2023,CUST502,Male,43,Electronics,3,50,150,2023,4,Sunday,April,3,36 to 50
503,10/25/2023,CUST503,Male,45,Beauty,4,500,2000,2023,10,Wednesday,October,4,36 to 50
504,5/16/2023,CUST504,Female,38,Beauty,3,50,150,2023,5,Tuesday,May,3,36 to 50
505,1/20/2023,CUST505,Male,24,Beauty,1,50,50,2023,1,Friday,January,1,18 to 25
506,2/25/2023,CUST506,Male,34,Beauty,3,500,1500,2023,2,Saturday,February,4,26 to 35
507,11/2/2023,CUST507,Female,37,Electronics,3,500,1500,2023,11,Thursday,November,4,36 to 50
508,8/11/2023,CUST508,Male,58,Beauty,2,300,600,2023,8,Friday,August,3,51+
509,6/26/2023,CUST509,Female,37,Electronics,3,300,900,2023,6,Monday,June,3,36 to 50
510,6/10/2023,CUST510,Female,39,Beauty,4,50,200,2023,6,Saturday,June,3,36 to 50
511,8/12/2023,CUST511,Male,45,Beauty,2,50,100,2023,8,Saturday,August,2,36 to 50
512,11/7/2023,CUST512,Female,57,Beauty,1,25,25,2023,11,Tuesday,November,1,51+
513,9/19/2023,CUST513,Male,24,Electronics,4,25,100,2023,9,Tuesday,September,2,18 to 25
514,3/1/2023,CUST514,Female,18,Electronics,1,300,300,2023,3,Wednesday,March,3,18 to 25
515,7/17/2023,CUST515,Female,49,Clothing,3,300,900,2023,7,Monday,July,3,36 to 50
516,10/23/2023,CUST516,Male,30,Beauty,4,25,100,2023,10,Monday,October,2,26 to 35
517,4/8/2023,CUST517,Female,47,Clothing,4,25,100,2023,4,Saturday,April,2,36 to 50
518,5/11/2023,CUST518,Female,40,Clothing,1,30,30,2023,5,Thursday,May,1,36 to 50
519,1/23/2023,CUST519,Female,36,Electronics,4,30,120,2023,1,Monday,January,2,36 to 50
520,12/29/2023,CUST520,Female,49,Electronics,4,25,100,2023,12,Friday,December,2,36 to 50
521,8/12/2023,CUST521,Female,47,Clothing,4,30,120,2023,8,Saturday,August,2,36 to 50
522,1/1/2023,CUST522,Male,46,Beauty,3,500,1500,2023,1,Sunday,January,4,36 to 50
523,9/24/2023,CUST523,Female,62,Electronics,1,300,300,2023,9,Sunday,September,3,51+
524,10/3/2023,CUST524,Male,46,Beauty,4,300,1200,2023,10,Tuesday,October,4,36 to 50
525,12/18/2023,CUST525,Female,47,Beauty,2,25,50,2023,12,Monday,December,1,36 to 50
526,12/10/2023,CUST526,Male,33,Clothing,2,50,100,2023,12,Sunday,December,2,26 to 35
527,4/11/2023,CUST527,Male,57,Clothing,2,25,50,2023,4,Tuesday,April,1,51+
528,7/6/2023,CUST528,Female,36,Clothing,2,30,60,2023,7,Thursday,July,1,36 to 50
529,8/9/2023,CUST529,Female,35,Clothing,3,50,150,2023,8,Wednesday,August,3,26 to 35
530,2/5/2023,CUST530,Female,18,Electronics,4,30,120,2023,2,Sunday,February,2,18 to 25
531,12/7/2023,CUST531,Male,31,Electronics,1,500,500,2023,12,Thursday,December,3,26 to 35
532,6/19/2023,CUST532,Female,64,Clothing,4,30,120,2023,6,Monday,June,2,51+
533,11/16/2023,CUST533,Male,19,Electronics,3,500,1500,2023,11,Thursday,November,4,18 to 25
534,6/10/2023,CUST534,Male,45,Clothing,2,500,1000,2023,6,Saturday,June,4,36 to 50
535,12/6/2023,CUST535,Male,47,Beauty,3,30,90,2023,12,Wednesday,December,2,36 to 50
536,3/5/2023,CUST536,Female,55,Beauty,4,30,120,2023,3,Sunday,March,2,51+
537,6/3/2023,CUST537,Female,21,Beauty,1,500,500,2023,6,Saturday,June,3,18 to 25
538,9/17/2023,CUST538,Male,18,Clothing,3,50,150,2023,9,Sunday,September,3,18 to 25
539,6/8/2023,CUST539,Male,25,Beauty,1,500,500,2023,6,Thursday,June,3,18 to 25
540,12/8/2023,CUST540,Female,46,Electronics,3,300,900,2023,12,Friday,December,3,36 to 50
541,7/29/2023,CUST541,Male,56,Beauty,1,500,500,2023,7,Saturday,July,3,51+
542,6/17/2023,CUST542,Female,20,Beauty,1,50,50,2023,6,Saturday,June,1,18 to 25
543,7/26/2023,CUST543,Male,49,Beauty,2,300,600,2023,7,Wednesday,July,3,36 to 50
544,12/23/2023,CUST544,Female,27,Electronics,1,25,25,2023,12,Saturday,December,1,26 to 35
545,6/1/2023,CUST545,Male,27,Clothing,2,25,50,2023,6,Thursday,June,1,26 to 35
546,10/11/2023,CUST546,Female,36,Electronics,4,50,200,2023,10,Wednesday,October,3,36 to 50
547,3/7/2023,CUST547,Male,63,Clothing,4,500,2000,2023,3,Tuesday,March,4,51+
548,4/9/2023,CUST548,Female,51,Clothing,2,30,60,2023,4,Sunday,April,1,51+
549,8/4/2023,CUST549,Female,50,Beauty,2,50,100,2023,8,Friday,August,2,36 to 50
550,12/7/2023,CUST550,Male,40,Clothing,3,300,900,2023,12,Thursday,December,3,36 to 50
551,7/14/2023,CUST551,Male,45,Electronics,3,300,900,2023,7,Friday,July,3,36 to 50
552,12/13/2023,CUST552,Female,49,Electronics,3,25,75,2023,12,Wednesday,December,2,36 to 50
553,3/31/2023,CUST553,Male,24,Clothing,4,300,1200,2023,3,Friday,March,4,18 to 25
554,11/12/2023,CUST554,Female,46,Beauty,3,50,150,2023,11,Sunday,November,3,36 to 50
555,10/19/2023,CUST555,Male,25,Beauty,1,300,300,2023,10,Thursday,October,3,18 to 25
556,6/4/2023,CUST556,Female,18,Electronics,1,50,50,2023,6,Sunday,June,1,18 to 25
557,7/27/2023,CUST557,Female,20,Beauty,3,30,90,2023,7,Thursday,July,2,18 to 25
558,10/8/2023,CUST558,Female,41,Clothing,1,25,25,2023,10,Sunday,October,1,36 to 50
559,1/1/2023,CUST559,Female,40,Clothing,4,300,1200,2023,1,Sunday,January,4,36 to 50
560,6/5/2023,CUST560,Female,25,Electronics,1,50,50,2023,6,Monday,June,1,18 to 25
561,5/27/2023,CUST561,Female,64,Clothing,4,500,2000,2023,5,Saturday,May,4,51+
562,4/18/2023,CUST562,Male,54,Electronics,2,25,50,2023,4,Tuesday,April,1,51+
